X,Y,Z,DENS,E,NU 
4.02323,-86.9438,-990.955,610.534,2.50733e+06,N/A
3.98418,-86.3971,-990.564,610.534,2.50733e+06,N/A
6.03545,-79.6408,-977.734,-276.499,-nan(ind),N/A
-14.0291,-80.8,-982.002,-276.499,-nan(ind),N/A
7.21023,-82.5327,-983.051,69.7839,257134,N/A
-10.5399,-82.0566,-975.028,-276.499,-nan(ind),N/A
-5.61963,-76.6191,-980.958,-276.499,-nan(ind),N/A
4.42545,-86.9468,-989.653,610.534,2.50733e+06,N/A
5.36372,-87.7404,-990.685,610.534,2.50733e+06,N/A
16.8806,-76.2257,-986.569,610.534,2.50733e+06,N/A
-13.4286,-65.7271,-981.48,-276.499,-nan(ind),N/A
0.121075,-71.0441,-980.487,-276.499,-nan(ind),N/A
0.367125,-70.5564,-980.06,-276.499,-nan(ind),N/A
-9.8535,-73.1416,-967.114,610.534,2.50733e+06,N/A
-0.101925,-71.2307,-978.296,-276.499,-nan(ind),N/A
0.727425,-68.196,-968.694,25.368,88862.2,N/A
0.2483,-68.7381,-970.048,-276.499,-nan(ind),N/A
0.6386,-68.4095,-969.768,-276.499,-nan(ind),N/A
-11.1232,-79.9286,-975.622,25.368,88862.2,N/A
-12.6849,-79.2807,-975.885,-276.499,-nan(ind),N/A
-11.4021,-80.0713,-974.538,-276.499,-nan(ind),N/A
-12.0413,-79.2133,-975.984,-276.499,-nan(ind),N/A
-6.83028,-63.1453,-990.637,610.534,2.50733e+06,N/A
17.9078,-74.8443,-991.066,610.534,2.50733e+06,N/A
-6.21938,-63.3844,-990.571,610.534,2.50733e+06,N/A
-6.15003,-62.0971,-990.838,610.534,2.50733e+06,N/A
-19.0766,-91.795,-987.318,610.534,2.50733e+06,N/A
19.0535,-73.7469,-976.41,-276.499,-nan(ind),N/A
-17.346,-92.8824,-986.838,610.534,2.50733e+06,N/A
2.174,-80.2323,-988.885,610.534,2.50733e+06,N/A
-3.3819,-74.7754,-980.829,-276.499,-nan(ind),N/A
-7.91525,-62.8977,-966.746,25.368,88862.2,N/A
-0.842,-83.2494,-974.041,-276.499,-nan(ind),N/A
-10.6844,-67.1739,-967.841,-276.499,-nan(ind),N/A
-18.4392,-92.4702,-987.174,610.534,2.50733e+06,N/A
-18.0548,-92.7903,-987.521,610.534,2.50733e+06,N/A
-18.5041,-91.8974,-987.174,610.534,2.50733e+06,N/A
-18.3179,-92.5129,-986.613,610.534,2.50733e+06,N/A
-17.6323,-93.1386,-987.287,610.534,2.50733e+06,N/A
4.12195,-81.8291,-970.747,-276.499,-nan(ind),N/A
-14.1511,-88.8366,-979.941,-276.499,-nan(ind),N/A
-14.3903,-88.7879,-979.37,-276.499,-nan(ind),N/A
-14.7613,-89.1997,-979.963,-276.499,-nan(ind),N/A
-15.0004,-89.151,-979.393,-276.499,-nan(ind),N/A
9.78203,-90.5877,-974.102,-276.499,-nan(ind),N/A
9.75848,-92.5185,-974.118,-276.499,-nan(ind),N/A
-17.4639,-78.4152,-984.34,69.7839,257134,N/A
21.7141,-82.7294,-967.918,610.534,2.50733e+06,N/A
4.27543,-85.3219,-975.111,-276.499,-nan(ind),N/A
3.29902,-85.8017,-982.873,120.242,455276,N/A
22.755,-82.4042,-967.877,610.534,2.50733e+06,N/A
21.5816,-84.4258,-968.232,610.534,2.50733e+06,N/A
16.6066,-78.6882,-979.48,-276.499,-nan(ind),N/A
9.83362,-91.6869,-973.193,-276.499,-nan(ind),N/A
9.78187,-90.5265,-973.418,-276.499,-nan(ind),N/A
-4.49325,-66.5067,-973.54,-276.499,-nan(ind),N/A
-1.90393,-69.7568,-981.245,-276.499,-nan(ind),N/A
2.46493,-81.809,-969.894,-276.499,-nan(ind),N/A
3.85738,-86.2042,-984.501,120.242,455276,N/A
-3.41843,-92.5245,-975.279,-276.499,-nan(ind),N/A
-8.94843,-83.6722,-987.086,120.242,455276,N/A
-15.3959,-89.6438,-973.183,-276.499,-nan(ind),N/A
8.4981,-87.6833,-991.183,610.534,2.50733e+06,N/A
8.12082,-87.2589,-991.428,610.534,2.50733e+06,N/A
-15.6822,-89.2006,-971.573,-276.499,-nan(ind),N/A
14.727,-92.2636,-969.147,-276.499,-nan(ind),N/A
-20.4983,-78.2893,-968.623,-276.499,-nan(ind),N/A
-21.7971,-77.734,-967.438,56.4218,205701,N/A
-21.288,-76.2615,-988.729,610.534,2.50733e+06,N/A
-1.8516,-71.7452,-973.137,-276.499,-nan(ind),N/A
-12.4102,-91.738,-976.768,-276.499,-nan(ind),N/A
1.8625,-78.546,-985.703,120.242,455276,N/A
1.39522,-78.2205,-985.719,120.242,455276,N/A
1.91742,-79.0475,-986.072,610.534,2.50733e+06,N/A
1.49392,-78.9321,-986.458,610.534,2.50733e+06,N/A
-23.9805,-76.1476,-978.835,610.534,2.50733e+06,N/A
-10.7201,-84.7867,-983.352,120.242,455276,N/A
0.29715,-79.7464,-985.657,610.534,2.50733e+06,N/A
-2.35328,-84.839,-973.748,-276.499,-nan(ind),N/A
1.0648,-76.8699,-964.831,610.534,2.50733e+06,N/A
-4.19088,-84.7878,-972.717,-276.499,-nan(ind),N/A
-1.18128,-77.9502,-978.174,-276.499,-nan(ind),N/A
16.5509,-79.9172,-993.689,610.534,2.50733e+06,N/A
0.5921,-69.129,-985.562,69.7839,257134,N/A
-23.7898,-81.6031,-980.848,-276.499,-nan(ind),N/A
-12.2744,-69.3012,-976.09,-276.499,-nan(ind),N/A
-24.3749,-80.3213,-981.072,-276.499,-nan(ind),N/A
-23.6803,-81.0167,-982.833,-276.499,-nan(ind),N/A
-0.98815,-80.4103,-984.126,610.534,2.50733e+06,N/A
15.9818,-69.1513,-969.73,120.242,455276,N/A
-6.36522,-73.34,-988.617,610.534,2.50733e+06,N/A
7.63718,-97.0109,-990.024,610.534,2.50733e+06,N/A
-18.4387,-76.4702,-968.521,-276.499,-nan(ind),N/A
-5.93633,-72.9203,-989.882,610.534,2.50733e+06,N/A
-5.67558,-72.1679,-989.998,610.534,2.50733e+06,N/A
-5.52503,-72.5514,-989.623,610.534,2.50733e+06,N/A
-6.65975,-72.3415,-990.108,120.242,455276,N/A
-6.86575,-71.7612,-990.015,120.242,455276,N/A
-23.6917,-69.034,-985.461,-276.499,-nan(ind),N/A
-6.08688,-72.5367,-990.257,120.242,455276,N/A
-22.9674,-79.444,-983.145,-276.499,-nan(ind),N/A
-22.9439,-78.8846,-982.994,-276.499,-nan(ind),N/A
-23.0636,-79.0474,-982.405,-276.499,-nan(ind),N/A
16.2316,-78.2194,-986.651,610.534,2.50733e+06,N/A
4.28627,-84.5151,-980.531,-276.499,-nan(ind),N/A
17.1385,-79.2455,-986.802,610.534,2.50733e+06,N/A
-23.3934,-79.4135,-984.741,-276.499,-nan(ind),N/A
-23.2578,-78.799,-984.805,-276.499,-nan(ind),N/A
1.4835,-92.9707,-969.311,-276.499,-nan(ind),N/A
0.5944,-76.268,-967.612,-276.499,-nan(ind),N/A
0.061775,-75.9748,-967.416,-276.499,-nan(ind),N/A
0.29405,-75.8832,-966.957,25.368,88862.2,N/A
1.49572,-74.9541,-966.921,-276.499,-nan(ind),N/A
0.164575,-75.1855,-967.004,-276.499,-nan(ind),N/A
10.5908,-75.1117,-967.013,120.242,455276,N/A
-11.3865,-78.7804,-964.156,610.534,2.50733e+06,N/A
-0.35635,-74.9511,-967.347,-276.499,-nan(ind),N/A
-8.55257,-84.182,-977.197,-276.499,-nan(ind),N/A
-8.50648,-79.5496,-972.284,-276.499,-nan(ind),N/A
-3.12493,-69.4694,-986.752,610.534,2.50733e+06,N/A
-3.74435,-69.4145,-986.907,610.534,2.50733e+06,N/A
-7.01465,-81.3766,-983.909,120.242,455276,N/A
-3.96747,-69.2849,-986.21,610.534,2.50733e+06,N/A
-1.5836,-87.2727,-975.669,-276.499,-nan(ind),N/A
-9.92522,-84.1711,-978.132,-276.499,-nan(ind),N/A
-8.94195,-84.6637,-977.234,-276.499,-nan(ind),N/A
-8.78208,-85.6621,-978.721,-276.499,-nan(ind),N/A
-13.5624,-74.9126,-988.594,610.534,2.50733e+06,N/A
-13.6303,-75.5282,-988.613,610.534,2.50733e+06,N/A
8.29445,-83.2111,-971.446,-276.499,-nan(ind),N/A
-8.23713,-67.0974,-981.238,-276.499,-nan(ind),N/A
-8.2803,-66.3114,-979.988,610.534,2.50733e+06,N/A
4.79325,-85.8292,-975.745,-276.499,-nan(ind),N/A
9.91493,-80.7032,-981.299,-276.499,-nan(ind),N/A
-12.6715,-72.8274,-965.278,610.534,2.50733e+06,N/A
-13.056,-69.7993,-963.417,610.534,2.50733e+06,N/A
-12.0373,-68.6613,-964.004,610.534,2.50733e+06,N/A
-16.2379,-59.1876,-968.376,610.534,2.50733e+06,N/A
-17.6764,-59.4394,-967.832,610.534,2.50733e+06,N/A
7.33415,-76.4197,-981.464,610.534,2.50733e+06,N/A
-16.8599,-59.1333,-967.319,610.534,2.50733e+06,N/A
7.4812,-77.0961,-980.559,120.242,455276,N/A
-16.4304,-58.5622,-968.146,610.534,2.50733e+06,N/A
-17.7114,-59.4366,-966.982,610.534,2.50733e+06,N/A
-17.5717,-59.0543,-968.216,610.534,2.50733e+06,N/A
-17.3178,-59.5239,-967.308,610.534,2.50733e+06,N/A
-13.0678,-71.2185,-965.363,610.534,2.50733e+06,N/A
-13.2289,-71.4091,-964.693,610.534,2.50733e+06,N/A
-12.9308,-70.2204,-963.851,610.534,2.50733e+06,N/A
-4.21645,-90.1612,-969.799,-276.499,-nan(ind),N/A
9.76328,-87.0463,-968.31,-276.499,-nan(ind),N/A
8.74573,-87.4185,-968.688,-276.499,-nan(ind),N/A
14.3754,-86.7375,-990.653,610.534,2.50733e+06,N/A
10.2481,-86.6836,-968.677,-276.499,-nan(ind),N/A
8.47138,-81.4199,-978.34,-276.499,-nan(ind),N/A
13.8628,-71.5102,-981.655,610.534,2.50733e+06,N/A
12.923,-72.1864,-981.999,610.534,2.50733e+06,N/A
9.66788,-89.5046,-969.469,-276.499,-nan(ind),N/A
-19.1999,-74.7179,-979.581,-276.499,-nan(ind),N/A
8.74708,-81.6369,-979.089,-276.499,-nan(ind),N/A
16.5789,-89.0502,-990.959,610.534,2.50733e+06,N/A
2.8516,-82.9869,-976.241,-276.499,-nan(ind),N/A
2.75617,-83.0889,-975.664,-276.499,-nan(ind),N/A
-23.1129,-85.9531,-987.875,610.534,2.50733e+06,N/A
-8.54365,-63.9788,-973.563,120.242,455276,N/A
-9.79198,-75.1535,-981.111,-276.499,-nan(ind),N/A
-10.1954,-75.2467,-980.594,-276.499,-nan(ind),N/A
-10.2697,-75.1483,-981.442,-276.499,-nan(ind),N/A
-16.8552,-85.7623,-986.09,120.242,455276,N/A
-16.281,-88.5027,-971.292,120.242,455276,N/A
-15.9714,-89.3861,-971.964,120.242,455276,N/A
10.1756,-76.254,-971.314,-276.499,-nan(ind),N/A
-16.8278,-88.838,-972.026,610.534,2.50733e+06,N/A
-17.011,-88.7945,-972.503,610.534,2.50733e+06,N/A
-2.20808,-70.5144,-975.926,-276.499,-nan(ind),N/A
-17.191,-85.2901,-985.254,120.242,455276,N/A
3.78978,-94.7672,-987.595,610.534,2.50733e+06,N/A
-15.0026,-66.491,-975.574,-276.499,-nan(ind),N/A
-15.0139,-67.069,-975.793,-276.499,-nan(ind),N/A
-1.0455,-93.5861,-964.763,610.534,2.50733e+06,N/A
17.2719,-82.4164,-990.479,610.534,2.50733e+06,N/A
-5.7476,-81.7918,-977.062,-276.499,-nan(ind),N/A
-14.1497,-79.052,-985.733,610.534,2.50733e+06,N/A
2.94218,-94.5947,-987.933,610.534,2.50733e+06,N/A
5.0258,-83.3236,-980.662,-276.499,-nan(ind),N/A
-14.0025,-70.9505,-971.824,-276.499,-nan(ind),N/A
8.0441,-82.278,-975.297,-276.499,-nan(ind),N/A
-13.2778,-69.5309,-972.85,-276.499,-nan(ind),N/A
-12.6607,-70.5975,-972.503,-276.499,-nan(ind),N/A
17.4279,-63.8293,-975.306,610.534,2.50733e+06,N/A
16.8727,-63.5204,-975.135,610.534,2.50733e+06,N/A
17.2971,-64.2407,-975.684,610.534,2.50733e+06,N/A
16.9407,-63.2707,-974.62,610.534,2.50733e+06,N/A
16.2254,-63.5868,-975.443,610.534,2.50733e+06,N/A
-8.9953,-71.0663,-977.642,25.368,88862.2,N/A
6.83395,-75.0719,-975.104,-276.499,-nan(ind),N/A
16.1731,-64.161,-975.845,610.534,2.50733e+06,N/A
0.265275,-69.4685,-989.196,610.534,2.50733e+06,N/A
15.9373,-77.8533,-967.641,610.534,2.50733e+06,N/A
2.44798,-79.7351,-973.707,-276.499,-nan(ind),N/A
-2.6423,-73.7792,-977.608,25.368,88862.2,N/A
18.6233,-74.8348,-979.305,69.7839,257134,N/A
12.1391,-85.3922,-967.289,-276.499,-nan(ind),N/A
-19.7941,-68.2406,-976.131,-276.499,-nan(ind),N/A
9.5494,-88.5496,-968.054,-276.499,-nan(ind),N/A
-2.9342,-95.8365,-986.794,610.534,2.50733e+06,N/A
-15.6416,-80.1332,-976.373,-276.499,-nan(ind),N/A
-14.7957,-80.6573,-976.296,-276.499,-nan(ind),N/A
-3.38232,-97.04,-987.691,610.534,2.50733e+06,N/A
-4.17037,-96.3505,-988.586,610.534,2.50733e+06,N/A
4.07543,-65.4472,-986.152,610.534,2.50733e+06,N/A
12.2845,-64.8158,-970.12,120.242,455276,N/A
12.1895,-64.7074,-969.481,120.242,455276,N/A
12.824,-64.8875,-969.463,120.242,455276,N/A
4.18842,-65.9985,-985.878,610.534,2.50733e+06,N/A
3.32112,-65.1423,-986.084,610.534,2.50733e+06,N/A
3.01772,-66.7448,-984.794,610.534,2.50733e+06,N/A
3.45522,-65.5046,-986.473,610.534,2.50733e+06,N/A
13.1156,-65.5476,-970.24,610.534,2.50733e+06,N/A
12.919,-64.9959,-970.101,120.242,455276,N/A
9.409,-90.6112,-970.429,-276.499,-nan(ind),N/A
-19.3611,-66.4694,-968.848,-276.499,-nan(ind),N/A
-13.9422,-82.7494,-980.71,-276.499,-nan(ind),N/A
-13.3658,-82.9955,-980.806,25.368,88862.2,N/A
-12.8149,-61.3743,-969.82,-276.499,-nan(ind),N/A
-12.4017,-82.1947,-981.059,69.7839,257134,N/A
-12.8835,-82.3042,-982.072,120.242,455276,N/A
-13.5101,-82.6185,-982.002,120.242,455276,N/A
9.96175,-91.7743,-969.361,-276.499,-nan(ind),N/A
-7.68593,-82.7438,-968.777,-276.499,-nan(ind),N/A
-13.1752,-83.0079,-981.443,120.242,455276,N/A
2.57275,-69.5303,-986.064,610.534,2.50733e+06,N/A
-12.5486,-82.6935,-981.512,120.242,455276,N/A
13.4154,-79.3493,-980.077,-276.499,-nan(ind),N/A
13.0756,-78.7061,-979.434,-276.499,-nan(ind),N/A
0.07335,-79.0021,-981.06,-276.499,-nan(ind),N/A
-12.6806,-74.3667,-967.976,610.534,2.50733e+06,N/A
17.9868,-61.8886,-969.722,610.534,2.50733e+06,N/A
-8.68432,-66.5419,-978.846,610.534,2.50733e+06,N/A
-1.14925,-94.6072,-986.038,120.242,455276,N/A
3.74262,-68.6003,-984.747,610.534,2.50733e+06,N/A
-4.74055,-66.5251,-972.377,25.368,88862.2,N/A
-10.116,-92.7051,-977.962,-276.499,-nan(ind),N/A
-9.00798,-91.3059,-978.576,-276.499,-nan(ind),N/A
-13.8559,-73.5645,-981.48,-276.499,-nan(ind),N/A
-15.4727,-75.9435,-974.146,-276.499,-nan(ind),N/A
-19.7897,-83.0391,-974.845,-276.499,-nan(ind),N/A
-15.0743,-63.2481,-978.252,120.242,455276,N/A
-11.653,-74.1584,-982.581,-276.499,-nan(ind),N/A
-15.6361,-63.3376,-978.14,25.368,88862.2,N/A
-15.2574,-63.5035,-976.367,-276.499,-nan(ind),N/A
7.3579,-72.6688,-972.186,610.534,2.50733e+06,N/A
-25.4031,-75.824,-980.498,610.534,2.50733e+06,N/A
-3.30317,-93.1249,-970.539,-276.499,-nan(ind),N/A
-2.8674,-93.4187,-970.87,-276.499,-nan(ind),N/A
7.37533,-70.7621,-966.632,610.534,2.50733e+06,N/A
9.84758,-87.168,-988.223,610.534,2.50733e+06,N/A
-18.0112,-71.3353,-969.024,-276.499,-nan(ind),N/A
0.9701,-81.2383,-977.912,-276.499,-nan(ind),N/A
-17.7355,-71.2977,-968.395,-276.499,-nan(ind),N/A
-17.1582,-71.4439,-968.286,-276.499,-nan(ind),N/A
0.39105,-94.6358,-965.823,610.534,2.50733e+06,N/A
-20.1472,-76.0472,-964.686,610.534,2.50733e+06,N/A
8.21772,-69.0358,-984.094,610.534,2.50733e+06,N/A
10.0055,-95.3218,-990.016,610.534,2.50733e+06,N/A
9.65062,-94.5917,-990.173,610.534,2.50733e+06,N/A
-0.990275,-80.7352,-966.87,-276.499,-nan(ind),N/A
-0.710475,-80.982,-967.834,-276.499,-nan(ind),N/A
-1.13575,-80.1431,-967.318,-276.499,-nan(ind),N/A
-0.87145,-80.3483,-967.906,-276.499,-nan(ind),N/A
4.74805,-93.5688,-975.328,-276.499,-nan(ind),N/A
-16.4964,-72.7956,-980.067,-276.499,-nan(ind),N/A
-10.0001,-68.4388,-966.086,120.242,455276,N/A
18.015,-70.7529,-992.312,610.534,2.50733e+06,N/A
19.1227,-71.5801,-992.559,610.534,2.50733e+06,N/A
18.6516,-70.7185,-993.456,610.534,2.50733e+06,N/A
18.8977,-71.2139,-991.993,610.534,2.50733e+06,N/A
18.7436,-70.7519,-992.156,610.534,2.50733e+06,N/A
-8.8491,-82.6444,-988.005,610.534,2.50733e+06,N/A
4.61383,-93.8902,-975.816,-276.499,-nan(ind),N/A
5.326,-93.9442,-975.253,-276.499,-nan(ind),N/A
-15.7594,-78.8646,-981.914,-276.499,-nan(ind),N/A
-10.0612,-68.3714,-965.571,610.534,2.50733e+06,N/A
5.0411,-94.1273,-976.126,-276.499,-nan(ind),N/A
5.51335,-94.0783,-975.799,-276.499,-nan(ind),N/A
5.43232,-72.9284,-980.445,-276.499,-nan(ind),N/A
-19.6056,-73.7133,-973.442,-276.499,-nan(ind),N/A
8.21983,-66.4189,-990.024,610.534,2.50733e+06,N/A
-19.394,-73.6275,-974.113,-276.499,-nan(ind),N/A
1.29955,-87.2982,-979.443,-276.499,-nan(ind),N/A
9.09708,-67.8995,-990.832,610.534,2.50733e+06,N/A
21.7182,-81.1921,-968.963,120.242,455276,N/A
21.7518,-82.3664,-969.14,-276.499,-nan(ind),N/A
-5.24953,-93.975,-968.13,-276.499,-nan(ind),N/A
-4.41688,-94.6461,-967.998,69.7839,257134,N/A
-20.0272,-79.441,-973.665,-276.499,-nan(ind),N/A
-8.32985,-67.3099,-971.938,120.242,455276,N/A
-16.4295,-91.2686,-990.4,610.534,2.50733e+06,N/A
-17.3782,-91.0332,-990.256,610.534,2.50733e+06,N/A
-15.7848,-90.9453,-989.755,610.534,2.50733e+06,N/A
9.80545,-85.6375,-981.298,120.242,455276,N/A
-16.8497,-90.8641,-990.345,610.534,2.50733e+06,N/A
-12.2746,-70.1629,-963.629,610.534,2.50733e+06,N/A
-16.9169,-85.6528,-976.933,-276.499,-nan(ind),N/A
-16.5175,-85.4622,-977.392,-276.499,-nan(ind),N/A
-16.7026,-84.2146,-976.857,-276.499,-nan(ind),N/A
-16.2042,-84.3599,-977.166,-276.499,-nan(ind),N/A
-17.1894,-85.1632,-976.663,-276.499,-nan(ind),N/A
-16.6731,-84.7546,-977.425,-276.499,-nan(ind),N/A
-17.1715,-84.6093,-977.116,-276.499,-nan(ind),N/A
-6.19552,-91.8723,-988.421,610.534,2.50733e+06,N/A
-16.8184,-77.9483,-985.853,120.242,455276,N/A
-14.411,-67.2989,-985.052,120.242,455276,N/A
-14.0551,-67.1378,-985.595,610.534,2.50733e+06,N/A
18.6508,-90.4492,-993.323,610.534,2.50733e+06,N/A
-16.2803,-77.7674,-984.973,-276.499,-nan(ind),N/A
4.94353,-95.9981,-992.293,610.534,2.50733e+06,N/A
5.07345,-95.8572,-991.624,610.534,2.50733e+06,N/A
5.25957,-96.8194,-991.831,610.534,2.50733e+06,N/A
4.86115,-97.3032,-991.918,610.534,2.50733e+06,N/A
3.78035,-96.5501,-990.285,610.534,2.50733e+06,N/A
3.99587,-95.859,-990.327,610.534,2.50733e+06,N/A
5.22222,-96.4997,-992.405,610.534,2.50733e+06,N/A
4.2881,-96.8543,-992.546,610.534,2.50733e+06,N/A
3.85995,-97.2187,-992.306,610.534,2.50733e+06,N/A
4.8238,-96.9835,-992.492,610.534,2.50733e+06,N/A
17.6922,-70.0461,-973.188,56.4218,205701,N/A
-11.2025,-84.0696,-987.362,610.534,2.50733e+06,N/A
14.8767,-93.1125,-993.092,610.534,2.50733e+06,N/A
14.9745,-92.0901,-992.825,610.534,2.50733e+06,N/A
-2.79332,-74.5586,-964.685,610.534,2.50733e+06,N/A
7.92427,-78.486,-976.298,-276.499,-nan(ind),N/A
12.985,-81.9999,-984.414,610.534,2.50733e+06,N/A
1.5144,-94.7933,-979.729,-276.499,-nan(ind),N/A
-17.7372,-82.4152,-987.783,610.534,2.50733e+06,N/A
-15.2295,-76.833,-967.93,120.242,455276,N/A
2.69128,-86.1346,-986.195,120.242,455276,N/A
2.26618,-61.0998,-967.041,610.534,2.50733e+06,N/A
3.1527,-87.685,-985.586,610.534,2.50733e+06,N/A
6.68492,-64.7005,-966.252,-276.499,-nan(ind),N/A
9.72752,-86.1145,-991.056,610.534,2.50733e+06,N/A
10.0461,-85.7895,-991.52,610.534,2.50733e+06,N/A
14.4881,-83.9925,-972.083,-276.499,-nan(ind),N/A
9.73605,-65.0987,-974.153,120.242,455276,N/A
-2.88357,-76.3169,-981.821,-276.499,-nan(ind),N/A
-13.0783,-80.6999,-983.088,120.242,455276,N/A
4.80565,-90.2915,-966.493,-276.499,-nan(ind),N/A
13.5136,-85.8665,-989.824,610.534,2.50733e+06,N/A
8.21808,-84.6633,-973.635,-276.499,-nan(ind),N/A
14.6619,-85.3752,-973.026,-276.499,-nan(ind),N/A
-6.52062,-85.477,-977.12,-276.499,-nan(ind),N/A
14.6786,-87.9735,-972.02,-276.499,-nan(ind),N/A
-3.32262,-79.3648,-965.142,-276.499,-nan(ind),N/A
15.7735,-87.3735,-970.492,-276.499,-nan(ind),N/A
-3.59143,-79.7148,-964.671,-276.499,-nan(ind),N/A
-4.20675,-78.6263,-965.207,-276.499,-nan(ind),N/A
-3.14328,-78.2819,-964.556,-276.499,-nan(ind),N/A
-4.8069,-78.8291,-964.352,120.242,455276,N/A
-10.8031,-92.9887,-965.498,610.534,2.50733e+06,N/A
9.17033,-69.2414,-976.901,610.534,2.50733e+06,N/A
9.39782,-73.067,-991.19,610.534,2.50733e+06,N/A
10.5653,-72.846,-991.282,610.534,2.50733e+06,N/A
20.5093,-68.4811,-972.509,610.534,2.50733e+06,N/A
6.9493,-71.7906,-980.898,610.534,2.50733e+06,N/A
12.1396,-89.871,-978.114,-276.499,-nan(ind),N/A
11.631,-89.8819,-978.457,-276.499,-nan(ind),N/A
8.81503,-91.6329,-985.06,610.534,2.50733e+06,N/A
-7.3633,-81.0151,-964.184,610.534,2.50733e+06,N/A
7.04753,-72.926,-980.559,610.534,2.50733e+06,N/A
7.7306,-92.0104,-985.545,610.534,2.50733e+06,N/A
12.8503,-89.2683,-980.384,610.534,2.50733e+06,N/A
13.1847,-89.2776,-979.543,25.368,88862.2,N/A
13.0568,-89.6179,-979.009,-276.499,-nan(ind),N/A
-15.2674,-84.772,-978.518,-276.499,-nan(ind),N/A
12.7561,-90.0103,-978.968,-276.499,-nan(ind),N/A
7.12595,-73.6188,-982.004,610.534,2.50733e+06,N/A
-8.25173,-71.5047,-964.75,610.534,2.50733e+06,N/A
12.5376,-90.2236,-978.434,-276.499,-nan(ind),N/A
9.10018,-68.8582,-970.24,610.534,2.50733e+06,N/A
9.1864,-68.4007,-970.759,610.534,2.50733e+06,N/A
14.9334,-68.7709,-972.175,120.242,455276,N/A
7.09718,-69.116,-971.042,610.534,2.50733e+06,N/A
9.31467,-68.9615,-969.836,610.534,2.50733e+06,N/A
15.0948,-74.901,-983.709,610.534,2.50733e+06,N/A
-1.65015,-73.3105,-983.892,-276.499,-nan(ind),N/A
-1.06115,-72.827,-984.098,-276.499,-nan(ind),N/A
-1.27235,-72.9907,-983.611,-276.499,-nan(ind),N/A
-0.41955,-73.0311,-984.165,-276.499,-nan(ind),N/A
-0.67805,-73.6707,-985.098,25.368,88862.2,N/A
-1.12643,-73.8476,-983.307,-276.499,-nan(ind),N/A
-1.43895,-73.1468,-984.379,-276.499,-nan(ind),N/A
-0.92095,-74.6091,-984.116,-276.499,-nan(ind),N/A
-0.1394,-73.8584,-983.639,-276.499,-nan(ind),N/A
14.9042,-69.6727,-971.611,120.242,455276,N/A
5.26912,-85.5038,-991.348,610.534,2.50733e+06,N/A
5.83735,-85.7272,-991.387,610.534,2.50733e+06,N/A
4.74355,-85.795,-991.333,610.534,2.50733e+06,N/A
6.15645,-86.6517,-991.311,610.534,2.50733e+06,N/A
-12.0248,-77.3598,-972.204,-276.499,-nan(ind),N/A
15.4069,-84.2542,-979.968,120.242,455276,N/A
-5.04408,-61.0018,-966.143,-276.499,-nan(ind),N/A
-18.5333,-80.4786,-984.619,120.242,455276,N/A
13.0531,-77.0303,-984.812,610.534,2.50733e+06,N/A
7.3519,-92.7345,-990.304,610.534,2.50733e+06,N/A
4.82487,-71.5507,-975.521,-276.499,-nan(ind),N/A
5.6017,-92.86,-969.643,-276.499,-nan(ind),N/A
2.48347,-83.0944,-988.59,610.534,2.50733e+06,N/A
4.42962,-90.0516,-972.094,-276.499,-nan(ind),N/A
-21.2352,-72.7468,-980.693,-276.499,-nan(ind),N/A
12.3879,-84.8037,-991.13,610.534,2.50733e+06,N/A
6.95005,-68.4073,-980.722,610.534,2.50733e+06,N/A
-5.93415,-69.4482,-975.378,-276.499,-nan(ind),N/A
-17.6003,-85.5457,-980.237,-276.499,-nan(ind),N/A
-17.6402,-86.5841,-981.434,-276.499,-nan(ind),N/A
-17.2453,-86.4861,-980.441,-276.499,-nan(ind),N/A
-18.686,-81.5602,-975.288,-276.499,-nan(ind),N/A
-18.2886,-81.5729,-975.943,-276.499,-nan(ind),N/A
-19.0048,-82.733,-974.998,-276.499,-nan(ind),N/A
-18.6074,-82.1749,-974.884,-276.499,-nan(ind),N/A
-17.4183,-80.722,-975.664,-276.499,-nan(ind),N/A
-2.40908,-73.5241,-983.49,-276.499,-nan(ind),N/A
-6.86587,-87.3713,-988.778,610.534,2.50733e+06,N/A
-16.0619,-81.1639,-977.375,-276.499,-nan(ind),N/A
-16.7562,-80.8175,-975.344,-276.499,-nan(ind),N/A
-20.6397,-65.7924,-968.91,-276.499,-nan(ind),N/A
-13.7981,-67.3753,-974.507,25.368,88862.2,N/A
-17.22,-79.57,-985.328,120.242,455276,N/A
-17.7885,-79.3397,-985.62,120.242,455276,N/A
-15.567,-78.7601,-986.758,610.534,2.50733e+06,N/A
-6.27923,-82.7625,-986.403,120.242,455276,N/A
-9.61192,-92.2382,-979.589,-276.499,-nan(ind),N/A
-1.8054,-68.849,-989.882,610.534,2.50733e+06,N/A
-18.3192,-82.6933,-973.384,-276.499,-nan(ind),N/A
-1.66663,-67.7049,-989.91,610.534,2.50733e+06,N/A
-2.1928,-67.4221,-990.294,610.534,2.50733e+06,N/A
-1.64375,-68.368,-990.273,610.534,2.50733e+06,N/A
-2.54533,-67.4505,-989.749,610.534,2.50733e+06,N/A
8.51778,-85.3788,-991.29,610.534,2.50733e+06,N/A
1.6931,-85.6789,-969.749,-276.499,-nan(ind),N/A
10.7392,-70.5898,-979.371,610.534,2.50733e+06,N/A
-4.02025,-74.3511,-981.771,-276.499,-nan(ind),N/A
